Almacenamiento,Agno,Etapa,Bloque,Perfil
 ALMACENAMIENTO_II-III,2017,4,1,-0.8
 ALMACENAMIENTO_II-III,2017,4,2,0.0
 ALMACENAMIENTO_II-III,2017,4,3,-0.2
 ALMACENAMIENTO_II-III,2017,4,4,0.4
 ALMACENAMIENTO_II-III,2017,4,5,0.6
 ALMACENAMIENTO_II-III,2017,5,1,-0.8
 ALMACENAMIENTO_II-III,2017,5,2,0.0
 ALMACENAMIENTO_II-III,2017,5,3,-0.2
 ALMACENAMIENTO_II-III,2017,5,4,0.4
 ALMACENAMIENTO_II-III,2017,5,5,0.6
 ALMACENAMIENTO_II-III,2017,6,1,-0.8
 ALMACENAMIENTO_II-III,2017,6,2,0.0
 ALMACENAMIENTO_II-III,2017,6,3,-0.2
 ALMACENAMIENTO_II-III,2017,6,4,0.4
 ALMACENAMIENTO_II-III,2017,6,5,0.6
 ALMACENAMIENTO_II-III,2017,7,1,-0.8
 ALMACENAMIENTO_II-III,2017,7,2,0.0
 ALMACENAMIENTO_II-III,2017,7,3,-0.2
 ALMACENAMIENTO_II-III,2017,7,4,0.4
 ALMACENAMIENTO_II-III,2017,7,5,0.6
 ALMACENAMIENTO_II-III,2017,8,1,-0.8
 ALMACENAMIENTO_II-III,2017,8,2,0.0
 ALMACENAMIENTO_II-III,2017,8,3,-0.2
 ALMACENAMIENTO_II-III,2017,8,4,0.4
 ALMACENAMIENTO_II-III,2017,8,5,0.6
 ALMACENAMIENTO_II-III,2017,9,1,-0.8
 ALMACENAMIENTO_II-III,2017,9,2,0.0
 ALMACENAMIENTO_II-III,2017,9,3,-0.2
 ALMACENAMIENTO_II-III,2017,9,4,0.4
 ALMACENAMIENTO_II-III,2017,9,5,0.6
 ALMACENAMIENTO_II-III,2017,10,1,-0.8
 ALMACENAMIENTO_II-III,2017,10,2,0.0
 ALMACENAMIENTO_II-III,2017,10,3,-0.2
 ALMACENAMIENTO_II-III,2017,10,4,0.4
 ALMACENAMIENTO_II-III,2017,10,5,0.6
 ALMACENAMIENTO_II-III,2017,11,1,-0.8
 ALMACENAMIENTO_II-III,2017,11,2,0.0
 ALMACENAMIENTO_II-III,2017,11,3,-0.2
 ALMACENAMIENTO_II-III,2017,11,4,0.4
 ALMACENAMIENTO_II-III,2017,11,5,0.6
 ALMACENAMIENTO_II-III,2017,12,1,-0.8
 ALMACENAMIENTO_II-III,2017,12,2,0.0
 ALMACENAMIENTO_II-III,2017,12,3,-0.2
 ALMACENAMIENTO_II-III,2017,12,4,0.4
 ALMACENAMIENTO_II-III,2017,12,5,0.6
 ALMACENAMIENTO_II-III,2018,1,1,-0.8
 ALMACENAMIENTO_II-III,2018,1,2,0.0
 ALMACENAMIENTO_II-III,2018,1,3,-0.2
 ALMACENAMIENTO_II-III,2018,1,4,0.4
 ALMACENAMIENTO_II-III,2018,1,5,0.6
 ALMACENAMIENTO_II-III,2018,2,1,-0.8
 ALMACENAMIENTO_II-III,2018,2,2,0.0
 ALMACENAMIENTO_II-III,2018,2,3,-0.2
 ALMACENAMIENTO_II-III,2018,2,4,0.4
 ALMACENAMIENTO_II-III,2018,2,5,0.6
 ALMACENAMIENTO_II-III,2018,3,1,-0.8
 ALMACENAMIENTO_II-III,2018,3,2,0.0
 ALMACENAMIENTO_II-III,2018,3,3,-0.2
 ALMACENAMIENTO_II-III,2018,3,4,0.4
 ALMACENAMIENTO_II-III,2018,3,5,0.6
 ALMACENAMIENTO_II-III,2018,4,1,-0.8
 ALMACENAMIENTO_II-III,2018,4,2,0.0
 ALMACENAMIENTO_II-III,2018,4,3,-0.2
 ALMACENAMIENTO_II-III,2018,4,4,0.4
 ALMACENAMIENTO_II-III,2018,4,5,0.6
 ALMACENAMIENTO_II-III,2018,5,1,-0.8
 ALMACENAMIENTO_II-III,2018,5,2,0.0
 ALMACENAMIENTO_II-III,2018,5,3,-0.2
 ALMACENAMIENTO_II-III,2018,5,4,0.4
 ALMACENAMIENTO_II-III,2018,5,5,0.6
 ALMACENAMIENTO_II-III,2018,6,1,-0.8
 ALMACENAMIENTO_II-III,2018,6,2,0.0
 ALMACENAMIENTO_II-III,2018,6,3,-0.2
 ALMACENAMIENTO_II-III,2018,6,4,0.4
 ALMACENAMIENTO_II-III,2018,6,5,0.6
 ALMACENAMIENTO_II-III,2018,7,1,-0.8
 ALMACENAMIENTO_II-III,2018,7,2,0.0
 ALMACENAMIENTO_II-III,2018,7,3,-0.2
 ALMACENAMIENTO_II-III,2018,7,4,0.4
 ALMACENAMIENTO_II-III,2018,7,5,0.6
 ALMACENAMIENTO_II-III,2018,8,1,-0.8
 ALMACENAMIENTO_II-III,2018,8,2,0.0
 ALMACENAMIENTO_II-III,2018,8,3,-0.2
 ALMACENAMIENTO_II-III,2018,8,4,0.4
 ALMACENAMIENTO_II-III,2018,8,5,0.6
 ALMACENAMIENTO_II-III,2018,9,1,-0.8
 ALMACENAMIENTO_II-III,2018,9,2,0.0
 ALMACENAMIENTO_II-III,2018,9,3,-0.2
 ALMACENAMIENTO_II-III,2018,9,4,0.4
 ALMACENAMIENTO_II-III,2018,9,5,0.6
 ALMACENAMIENTO_II-III,2018,10,1,-0.8
 ALMACENAMIENTO_II-III,2018,10,2,0.0
 ALMACENAMIENTO_II-III,2018,10,3,-0.2
 ALMACENAMIENTO_II-III,2018,10,4,0.4
 ALMACENAMIENTO_II-III,2018,10,5,0.6
 ALMACENAMIENTO_II-III,2018,11,1,-0.8
 ALMACENAMIENTO_II-III,2018,11,2,0.0
 ALMACENAMIENTO_II-III,2018,11,3,-0.2
 ALMACENAMIENTO_II-III,2018,11,4,0.4
 ALMACENAMIENTO_II-III,2018,11,5,0.6
 ALMACENAMIENTO_II-III,2018,12,1,-0.8
 ALMACENAMIENTO_II-III,2018,12,2,0.0
 ALMACENAMIENTO_II-III,2018,12,3,-0.2
 ALMACENAMIENTO_II-III,2018,12,4,0.4
 ALMACENAMIENTO_II-III,2018,12,5,0.6
 ALMACENAMIENTO_II-III,2019,1,1,-0.8
 ALMACENAMIENTO_II-III,2019,1,2,0.0
 ALMACENAMIENTO_II-III,2019,1,3,-0.2
 ALMACENAMIENTO_II-III,2019,1,4,0.4
 ALMACENAMIENTO_II-III,2019,1,5,0.6
 ALMACENAMIENTO_II-III,2019,2,1,-0.8
 ALMACENAMIENTO_II-III,2019,2,2,0.0
 ALMACENAMIENTO_II-III,2019,2,3,-0.2
 ALMACENAMIENTO_II-III,2019,2,4,0.4
 ALMACENAMIENTO_II-III,2019,2,5,0.6
 ALMACENAMIENTO_II-III,2019,3,1,-0.8
 ALMACENAMIENTO_II-III,2019,3,2,0.0
 ALMACENAMIENTO_II-III,2019,3,3,-0.2
 ALMACENAMIENTO_II-III,2019,3,4,0.4
 ALMACENAMIENTO_II-III,2019,3,5,0.6
 ALMACENAMIENTO_II-III,2019,4,1,-0.8
 ALMACENAMIENTO_II-III,2019,4,2,0.0
 ALMACENAMIENTO_II-III,2019,4,3,-0.2
 ALMACENAMIENTO_II-III,2019,4,4,0.4
 ALMACENAMIENTO_II-III,2019,4,5,0.6
 ALMACENAMIENTO_II-III,2019,5,1,-0.8
 ALMACENAMIENTO_II-III,2019,5,2,0.0
 ALMACENAMIENTO_II-III,2019,5,3,-0.2
 ALMACENAMIENTO_II-III,2019,5,4,0.4
 ALMACENAMIENTO_II-III,2019,5,5,0.6
 ALMACENAMIENTO_II-III,2019,6,1,-0.8
 ALMACENAMIENTO_II-III,2019,6,2,0.0
 ALMACENAMIENTO_II-III,2019,6,3,-0.2
 ALMACENAMIENTO_II-III,2019,6,4,0.4
 ALMACENAMIENTO_II-III,2019,6,5,0.6
 ALMACENAMIENTO_II-III,2019,7,1,-0.8
 ALMACENAMIENTO_II-III,2019,7,2,0.0
 ALMACENAMIENTO_II-III,2019,7,3,-0.2
 ALMACENAMIENTO_II-III,2019,7,4,0.4
 ALMACENAMIENTO_II-III,2019,7,5,0.6
 ALMACENAMIENTO_II-III,2019,8,1,-0.8
 ALMACENAMIENTO_II-III,2019,8,2,0.0
 ALMACENAMIENTO_II-III,2019,8,3,-0.2
 ALMACENAMIENTO_II-III,2019,8,4,0.4
 ALMACENAMIENTO_II-III,2019,8,5,0.6
 ALMACENAMIENTO_II-III,2019,9,1,-0.8
 ALMACENAMIENTO_II-III,2019,9,2,0.0
 ALMACENAMIENTO_II-III,2019,9,3,-0.2
 ALMACENAMIENTO_II-III,2019,9,4,0.4
 ALMACENAMIENTO_II-III,2019,9,5,0.6
 ALMACENAMIENTO_II-III,2019,10,1,-0.8
 ALMACENAMIENTO_II-III,2019,10,2,0.0
 ALMACENAMIENTO_II-III,2019,10,3,-0.2
 ALMACENAMIENTO_II-III,2019,10,4,0.4
 ALMACENAMIENTO_II-III,2019,10,5,0.6
 ALMACENAMIENTO_II-III,2019,11,1,-0.8
 ALMACENAMIENTO_II-III,2019,11,2,0.0
 ALMACENAMIENTO_II-III,2019,11,3,-0.2
 ALMACENAMIENTO_II-III,2019,11,4,0.4
 ALMACENAMIENTO_II-III,2019,11,5,0.6
 ALMACENAMIENTO_II-III,2019,12,1,-0.8
 ALMACENAMIENTO_II-III,2019,12,2,0.0
 ALMACENAMIENTO_II-III,2019,12,3,-0.2
 ALMACENAMIENTO_II-III,2019,12,4,0.4
 ALMACENAMIENTO_II-III,2019,12,5,0.6
 ALMACENAMIENTO_II-III,2020,1,1,-0.8
 ALMACENAMIENTO_II-III,2020,1,2,0.0
 ALMACENAMIENTO_II-III,2020,1,3,-0.2
 ALMACENAMIENTO_II-III,2020,1,4,0.4
 ALMACENAMIENTO_II-III,2020,1,5,0.6
 ALMACENAMIENTO_II-III,2020,2,1,-0.8
 ALMACENAMIENTO_II-III,2020,2,2,0.0
 ALMACENAMIENTO_II-III,2020,2,3,-0.2
 ALMACENAMIENTO_II-III,2020,2,4,0.4
 ALMACENAMIENTO_II-III,2020,2,5,0.6
 ALMACENAMIENTO_II-III,2020,3,1,-0.8
 ALMACENAMIENTO_II-III,2020,3,2,0.0
 ALMACENAMIENTO_II-III,2020,3,3,-0.2
 ALMACENAMIENTO_II-III,2020,3,4,0.4
 ALMACENAMIENTO_II-III,2020,3,5,0.6
 ALMACENAMIENTO_II-III,2020,4,1,-0.8
 ALMACENAMIENTO_II-III,2020,4,2,0.0
 ALMACENAMIENTO_II-III,2020,4,3,-0.2
 ALMACENAMIENTO_II-III,2020,4,4,0.4
 ALMACENAMIENTO_II-III,2020,4,5,0.6
 ALMACENAMIENTO_II-III,2020,5,1,-0.8
 ALMACENAMIENTO_II-III,2020,5,2,0.0
 ALMACENAMIENTO_II-III,2020,5,3,-0.2
 ALMACENAMIENTO_II-III,2020,5,4,0.4
 ALMACENAMIENTO_II-III,2020,5,5,0.6
 ALMACENAMIENTO_II-III,2020,6,1,-0.8
 ALMACENAMIENTO_II-III,2020,6,2,0.0
 ALMACENAMIENTO_II-III,2020,6,3,-0.2
 ALMACENAMIENTO_II-III,2020,6,4,0.4
 ALMACENAMIENTO_II-III,2020,6,5,0.6
 ALMACENAMIENTO_II-III,2020,7,1,-0.8
 ALMACENAMIENTO_II-III,2020,7,2,0.0
 ALMACENAMIENTO_II-III,2020,7,3,-0.2
 ALMACENAMIENTO_II-III,2020,7,4,0.4
 ALMACENAMIENTO_II-III,2020,7,5,0.6
 ALMACENAMIENTO_II-III,2020,8,1,-0.8
 ALMACENAMIENTO_II-III,2020,8,2,0.0
 ALMACENAMIENTO_II-III,2020,8,3,-0.2
 ALMACENAMIENTO_II-III,2020,8,4,0.4
 ALMACENAMIENTO_II-III,2020,8,5,0.6
 ALMACENAMIENTO_II-III,2020,9,1,-0.8
 ALMACENAMIENTO_II-III,2020,9,2,0.0
 ALMACENAMIENTO_II-III,2020,9,3,-0.2
 ALMACENAMIENTO_II-III,2020,9,4,0.4
 ALMACENAMIENTO_II-III,2020,9,5,0.6
 ALMACENAMIENTO_II-III,2020,10,1,-0.8
 ALMACENAMIENTO_II-III,2020,10,2,0.0
 ALMACENAMIENTO_II-III,2020,10,3,-0.2
 ALMACENAMIENTO_II-III,2020,10,4,0.4
 ALMACENAMIENTO_II-III,2020,10,5,0.6
 ALMACENAMIENTO_II-III,2020,11,1,-0.8
 ALMACENAMIENTO_II-III,2020,11,2,0.0
 ALMACENAMIENTO_II-III,2020,11,3,-0.2
 ALMACENAMIENTO_II-III,2020,11,4,0.4
 ALMACENAMIENTO_II-III,2020,11,5,0.6
 ALMACENAMIENTO_II-III,2020,12,1,-0.8
 ALMACENAMIENTO_II-III,2020,12,2,0.0
 ALMACENAMIENTO_II-III,2020,12,3,-0.2
 ALMACENAMIENTO_II-III,2020,12,4,0.4
 ALMACENAMIENTO_II-III,2020,12,5,0.6
 ALMACENAMIENTO_II-III,2021,1,1,-0.8
 ALMACENAMIENTO_II-III,2021,1,2,0.0
 ALMACENAMIENTO_II-III,2021,1,3,-0.2
 ALMACENAMIENTO_II-III,2021,1,4,0.4
 ALMACENAMIENTO_II-III,2021,1,5,0.6
 ALMACENAMIENTO_II-III,2021,2,1,-0.8
 ALMACENAMIENTO_II-III,2021,2,2,0.0
 ALMACENAMIENTO_II-III,2021,2,3,-0.2
 ALMACENAMIENTO_II-III,2021,2,4,0.4
 ALMACENAMIENTO_II-III,2021,2,5,0.6
 ALMACENAMIENTO_II-III,2021,3,1,-0.8
 ALMACENAMIENTO_II-III,2021,3,2,0.0
 ALMACENAMIENTO_II-III,2021,3,3,-0.2
 ALMACENAMIENTO_II-III,2021,3,4,0.4
 ALMACENAMIENTO_II-III,2021,3,5,0.6
 ALMACENAMIENTO_II-III,2021,4,1,-0.8
 ALMACENAMIENTO_II-III,2021,4,2,0.0
 ALMACENAMIENTO_II-III,2021,4,3,-0.2
 ALMACENAMIENTO_II-III,2021,4,4,0.4
 ALMACENAMIENTO_II-III,2021,4,5,0.6
 ALMACENAMIENTO_II-III,2021,5,1,-0.8
 ALMACENAMIENTO_II-III,2021,5,2,0.0
 ALMACENAMIENTO_II-III,2021,5,3,-0.2
 ALMACENAMIENTO_II-III,2021,5,4,0.4
 ALMACENAMIENTO_II-III,2021,5,5,0.6
 ALMACENAMIENTO_II-III,2021,6,1,-0.8
 ALMACENAMIENTO_II-III,2021,6,2,0.0
 ALMACENAMIENTO_II-III,2021,6,3,-0.2
 ALMACENAMIENTO_II-III,2021,6,4,0.4
 ALMACENAMIENTO_II-III,2021,6,5,0.6
 ALMACENAMIENTO_II-III,2021,7,1,-0.8
 ALMACENAMIENTO_II-III,2021,7,2,0.0
 ALMACENAMIENTO_II-III,2021,7,3,-0.2
 ALMACENAMIENTO_II-III,2021,7,4,0.4
 ALMACENAMIENTO_II-III,2021,7,5,0.6
 ALMACENAMIENTO_II-III,2021,8,1,-0.8
 ALMACENAMIENTO_II-III,2021,8,2,0.0
 ALMACENAMIENTO_II-III,2021,8,3,-0.2
 ALMACENAMIENTO_II-III,2021,8,4,0.4
 ALMACENAMIENTO_II-III,2021,8,5,0.6
 ALMACENAMIENTO_II-III,2021,9,1,-0.8
 ALMACENAMIENTO_II-III,2021,9,2,0.0
 ALMACENAMIENTO_II-III,2021,9,3,-0.2
 ALMACENAMIENTO_II-III,2021,9,4,0.4
 ALMACENAMIENTO_II-III,2021,9,5,0.6
 ALMACENAMIENTO_II-III,2021,10,1,-0.8
 ALMACENAMIENTO_II-III,2021,10,2,0.0
 ALMACENAMIENTO_II-III,2021,10,3,-0.2
 ALMACENAMIENTO_II-III,2021,10,4,0.4
 ALMACENAMIENTO_II-III,2021,10,5,0.6
 ALMACENAMIENTO_II-III,2021,11,1,-0.8
 ALMACENAMIENTO_II-III,2021,11,2,0.0
 ALMACENAMIENTO_II-III,2021,11,3,-0.2
 ALMACENAMIENTO_II-III,2021,11,4,0.4
 ALMACENAMIENTO_II-III,2021,11,5,0.6
 ALMACENAMIENTO_II-III,2021,12,1,-0.8
 ALMACENAMIENTO_II-III,2021,12,2,0.0
 ALMACENAMIENTO_II-III,2021,12,3,-0.2
 ALMACENAMIENTO_II-III,2021,12,4,0.4
 ALMACENAMIENTO_II-III,2021,12,5,0.6
 ALMACENAMIENTO_II-III,2022,1,1,-0.8
 ALMACENAMIENTO_II-III,2022,1,2,0.0
 ALMACENAMIENTO_II-III,2022,1,3,-0.2
 ALMACENAMIENTO_II-III,2022,1,4,0.4
 ALMACENAMIENTO_II-III,2022,1,5,0.6
 ALMACENAMIENTO_II-III,2022,2,1,-0.8
 ALMACENAMIENTO_II-III,2022,2,2,0.0
 ALMACENAMIENTO_II-III,2022,2,3,-0.2
 ALMACENAMIENTO_II-III,2022,2,4,0.4
 ALMACENAMIENTO_II-III,2022,2,5,0.6
 ALMACENAMIENTO_II-III,2022,3,1,-0.8
 ALMACENAMIENTO_II-III,2022,3,2,0.0
 ALMACENAMIENTO_II-III,2022,3,3,-0.2
 ALMACENAMIENTO_II-III,2022,3,4,0.4
 ALMACENAMIENTO_II-III,2022,3,5,0.6
 ALMACENAMIENTO_II-III,2022,4,1,-0.8
 ALMACENAMIENTO_II-III,2022,4,2,0.0
 ALMACENAMIENTO_II-III,2022,4,3,-0.2
 ALMACENAMIENTO_II-III,2022,4,4,0.4
 ALMACENAMIENTO_II-III,2022,4,5,0.6
 ALMACENAMIENTO_II-III,2022,5,1,-0.8
 ALMACENAMIENTO_II-III,2022,5,2,0.0
 ALMACENAMIENTO_II-III,2022,5,3,-0.2
 ALMACENAMIENTO_II-III,2022,5,4,0.4
 ALMACENAMIENTO_II-III,2022,5,5,0.6
 ALMACENAMIENTO_II-III,2022,6,1,-0.8
 ALMACENAMIENTO_II-III,2022,6,2,0.0
 ALMACENAMIENTO_II-III,2022,6,3,-0.2
 ALMACENAMIENTO_II-III,2022,6,4,0.4
 ALMACENAMIENTO_II-III,2022,6,5,0.6
 ALMACENAMIENTO_II-III,2022,7,1,-0.8
 ALMACENAMIENTO_II-III,2022,7,2,0.0
 ALMACENAMIENTO_II-III,2022,7,3,-0.2
 ALMACENAMIENTO_II-III,2022,7,4,0.4
 ALMACENAMIENTO_II-III,2022,7,5,0.6
 ALMACENAMIENTO_II-III,2022,8,1,-0.8
 ALMACENAMIENTO_II-III,2022,8,2,0.0
 ALMACENAMIENTO_II-III,2022,8,3,-0.2
 ALMACENAMIENTO_II-III,2022,8,4,0.4
 ALMACENAMIENTO_II-III,2022,8,5,0.6
 ALMACENAMIENTO_II-III,2022,9,1,-0.8
 ALMACENAMIENTO_II-III,2022,9,2,0.0
 ALMACENAMIENTO_II-III,2022,9,3,-0.2
 ALMACENAMIENTO_II-III,2022,9,4,0.4
 ALMACENAMIENTO_II-III,2022,9,5,0.6
 ALMACENAMIENTO_II-III,2022,10,1,-0.8
 ALMACENAMIENTO_II-III,2022,10,2,0.0
 ALMACENAMIENTO_II-III,2022,10,3,-0.2
 ALMACENAMIENTO_II-III,2022,10,4,0.4
 ALMACENAMIENTO_II-III,2022,10,5,0.6
 ALMACENAMIENTO_II-III,2022,11,1,-0.8
 ALMACENAMIENTO_II-III,2022,11,2,0.0
 ALMACENAMIENTO_II-III,2022,11,3,-0.2
 ALMACENAMIENTO_II-III,2022,11,4,0.4
 ALMACENAMIENTO_II-III,2022,11,5,0.6
 ALMACENAMIENTO_II-III,2022,12,1,-0.8
 ALMACENAMIENTO_II-III,2022,12,2,0.0
 ALMACENAMIENTO_II-III,2022,12,3,-0.2
 ALMACENAMIENTO_II-III,2022,12,4,0.4
 ALMACENAMIENTO_II-III,2022,12,5,0.6
 ALMACENAMIENTO_II-III,2023,1,1,-0.8
 ALMACENAMIENTO_II-III,2023,1,2,0.0
 ALMACENAMIENTO_II-III,2023,1,3,-0.2
 ALMACENAMIENTO_II-III,2023,1,4,0.4
 ALMACENAMIENTO_II-III,2023,1,5,0.6
 ALMACENAMIENTO_II-III,2023,2,1,-0.8
 ALMACENAMIENTO_II-III,2023,2,2,0.0
 ALMACENAMIENTO_II-III,2023,2,3,-0.2
 ALMACENAMIENTO_II-III,2023,2,4,0.4
 ALMACENAMIENTO_II-III,2023,2,5,0.6
 ALMACENAMIENTO_II-III,2023,3,1,-0.8
 ALMACENAMIENTO_II-III,2023,3,2,0.0
 ALMACENAMIENTO_II-III,2023,3,3,-0.2
 ALMACENAMIENTO_II-III,2023,3,4,0.4
 ALMACENAMIENTO_II-III,2023,3,5,0.6
 ALMACENAMIENTO_II-III,2023,4,1,-0.8
 ALMACENAMIENTO_II-III,2023,4,2,0.0
 ALMACENAMIENTO_II-III,2023,4,3,-0.2
 ALMACENAMIENTO_II-III,2023,4,4,0.4
 ALMACENAMIENTO_II-III,2023,4,5,0.6
 ALMACENAMIENTO_II-III,2023,5,1,-0.8
 ALMACENAMIENTO_II-III,2023,5,2,0.0
 ALMACENAMIENTO_II-III,2023,5,3,-0.2
 ALMACENAMIENTO_II-III,2023,5,4,0.4
 ALMACENAMIENTO_II-III,2023,5,5,0.6
 ALMACENAMIENTO_II-III,2023,6,1,-0.8
 ALMACENAMIENTO_II-III,2023,6,2,0.0
 ALMACENAMIENTO_II-III,2023,6,3,-0.2
 ALMACENAMIENTO_II-III,2023,6,4,0.4
 ALMACENAMIENTO_II-III,2023,6,5,0.6
 ALMACENAMIENTO_II-III,2023,7,1,-0.8
 ALMACENAMIENTO_II-III,2023,7,2,0.0
 ALMACENAMIENTO_II-III,2023,7,3,-0.2
 ALMACENAMIENTO_II-III,2023,7,4,0.4
 ALMACENAMIENTO_II-III,2023,7,5,0.6
 ALMACENAMIENTO_II-III,2023,8,1,-0.8
 ALMACENAMIENTO_II-III,2023,8,2,0.0
 ALMACENAMIENTO_II-III,2023,8,3,-0.2
 ALMACENAMIENTO_II-III,2023,8,4,0.4
 ALMACENAMIENTO_II-III,2023,8,5,0.6
 ALMACENAMIENTO_II-III,2023,9,1,-0.8
 ALMACENAMIENTO_II-III,2023,9,2,0.0
 ALMACENAMIENTO_II-III,2023,9,3,-0.2
 ALMACENAMIENTO_II-III,2023,9,4,0.4
 ALMACENAMIENTO_II-III,2023,9,5,0.6
 ALMACENAMIENTO_II-III,2023,10,1,-0.8
 ALMACENAMIENTO_II-III,2023,10,2,0.0
 ALMACENAMIENTO_II-III,2023,10,3,-0.2
 ALMACENAMIENTO_II-III,2023,10,4,0.4
 ALMACENAMIENTO_II-III,2023,10,5,0.6
 ALMACENAMIENTO_II-III,2023,11,1,-0.8
 ALMACENAMIENTO_II-III,2023,11,2,0.0
 ALMACENAMIENTO_II-III,2023,11,3,-0.2
 ALMACENAMIENTO_II-III,2023,11,4,0.4
 ALMACENAMIENTO_II-III,2023,11,5,0.6
 ALMACENAMIENTO_II-III,2023,12,1,-0.8
 ALMACENAMIENTO_II-III,2023,12,2,0.0
 ALMACENAMIENTO_II-III,2023,12,3,-0.2
 ALMACENAMIENTO_II-III,2023,12,4,0.4
 ALMACENAMIENTO_II-III,2023,12,5,0.6
 ALMACENAMIENTO_II-III,2024,1,1,-0.8
 ALMACENAMIENTO_II-III,2024,1,2,0.0
 ALMACENAMIENTO_II-III,2024,1,3,-0.2
 ALMACENAMIENTO_II-III,2024,1,4,0.4
 ALMACENAMIENTO_II-III,2024,1,5,0.6
 ALMACENAMIENTO_II-III,2024,2,1,-0.8
 ALMACENAMIENTO_II-III,2024,2,2,0.0
 ALMACENAMIENTO_II-III,2024,2,3,-0.2
 ALMACENAMIENTO_II-III,2024,2,4,0.4
 ALMACENAMIENTO_II-III,2024,2,5,0.6
 ALMACENAMIENTO_II-III,2024,3,1,-0.8
 ALMACENAMIENTO_II-III,2024,3,2,0.0
 ALMACENAMIENTO_II-III,2024,3,3,-0.2
 ALMACENAMIENTO_II-III,2024,3,4,0.4
 ALMACENAMIENTO_II-III,2024,3,5,0.6
 ALMACENAMIENTO_II-III,2024,4,1,-0.8
 ALMACENAMIENTO_II-III,2024,4,2,0.0
 ALMACENAMIENTO_II-III,2024,4,3,-0.2
 ALMACENAMIENTO_II-III,2024,4,4,0.4
 ALMACENAMIENTO_II-III,2024,4,5,0.6
 ALMACENAMIENTO_II-III,2024,5,1,-0.8
 ALMACENAMIENTO_II-III,2024,5,2,0.0
 ALMACENAMIENTO_II-III,2024,5,3,-0.2
 ALMACENAMIENTO_II-III,2024,5,4,0.4
 ALMACENAMIENTO_II-III,2024,5,5,0.6
 ALMACENAMIENTO_II-III,2024,6,1,-0.8
 ALMACENAMIENTO_II-III,2024,6,2,0.0
 ALMACENAMIENTO_II-III,2024,6,3,-0.2
 ALMACENAMIENTO_II-III,2024,6,4,0.4
 ALMACENAMIENTO_II-III,2024,6,5,0.6
 ALMACENAMIENTO_II-III,2024,7,1,-0.8
 ALMACENAMIENTO_II-III,2024,7,2,0.0
 ALMACENAMIENTO_II-III,2024,7,3,-0.2
 ALMACENAMIENTO_II-III,2024,7,4,0.4
 ALMACENAMIENTO_II-III,2024,7,5,0.6
 ALMACENAMIENTO_II-III,2024,8,1,-0.8
 ALMACENAMIENTO_II-III,2024,8,2,0.0
 ALMACENAMIENTO_II-III,2024,8,3,-0.2
 ALMACENAMIENTO_II-III,2024,8,4,0.4
 ALMACENAMIENTO_II-III,2024,8,5,0.6
 ALMACENAMIENTO_II-III,2024,9,1,-0.8
 ALMACENAMIENTO_II-III,2024,9,2,0.0
 ALMACENAMIENTO_II-III,2024,9,3,-0.2
 ALMACENAMIENTO_II-III,2024,9,4,0.4
 ALMACENAMIENTO_II-III,2024,9,5,0.6
 ALMACENAMIENTO_II-III,2024,10,1,-0.8
 ALMACENAMIENTO_II-III,2024,10,2,0.0
 ALMACENAMIENTO_II-III,2024,10,3,-0.2
 ALMACENAMIENTO_II-III,2024,10,4,0.4
 ALMACENAMIENTO_II-III,2024,10,5,0.6
 ALMACENAMIENTO_II-III,2024,11,1,-0.8
 ALMACENAMIENTO_II-III,2024,11,2,0.0
 ALMACENAMIENTO_II-III,2024,11,3,-0.2
 ALMACENAMIENTO_II-III,2024,11,4,0.4
 ALMACENAMIENTO_II-III,2024,11,5,0.6
 ALMACENAMIENTO_II-III,2024,12,1,-0.8
 ALMACENAMIENTO_II-III,2024,12,2,0.0
 ALMACENAMIENTO_II-III,2024,12,3,-0.2
 ALMACENAMIENTO_II-III,2024,12,4,0.4
 ALMACENAMIENTO_II-III,2024,12,5,0.6
 ALMACENAMIENTO_II-III,2025,1,1,-0.8
 ALMACENAMIENTO_II-III,2025,1,2,0.0
 ALMACENAMIENTO_II-III,2025,1,3,-0.2
 ALMACENAMIENTO_II-III,2025,1,4,0.4
 ALMACENAMIENTO_II-III,2025,1,5,0.6
 ALMACENAMIENTO_II-III,2025,2,1,-0.8
 ALMACENAMIENTO_II-III,2025,2,2,0.0
 ALMACENAMIENTO_II-III,2025,2,3,-0.2
 ALMACENAMIENTO_II-III,2025,2,4,0.4
 ALMACENAMIENTO_II-III,2025,2,5,0.6
 ALMACENAMIENTO_II-III,2025,3,1,-0.8
 ALMACENAMIENTO_II-III,2025,3,2,0.0
 ALMACENAMIENTO_II-III,2025,3,3,-0.2
 ALMACENAMIENTO_II-III,2025,3,4,0.4
 ALMACENAMIENTO_II-III,2025,3,5,0.6
 ALMACENAMIENTO_II-III,2025,4,1,-0.8
 ALMACENAMIENTO_II-III,2025,4,2,0.0
 ALMACENAMIENTO_II-III,2025,4,3,-0.2
 ALMACENAMIENTO_II-III,2025,4,4,0.4
 ALMACENAMIENTO_II-III,2025,4,5,0.6
 ALMACENAMIENTO_II-III,2025,5,1,-0.8
 ALMACENAMIENTO_II-III,2025,5,2,0.0
 ALMACENAMIENTO_II-III,2025,5,3,-0.2
 ALMACENAMIENTO_II-III,2025,5,4,0.4
 ALMACENAMIENTO_II-III,2025,5,5,0.6
 ALMACENAMIENTO_II-III,2025,6,1,-0.8
 ALMACENAMIENTO_II-III,2025,6,2,0.0
